url,gsc_impressions_12m,gsc_clicks_12m
https://ledsone.co.uk/collections/wall-light,148429,87
https://ledsone.co.uk/pages/summer-sale-2023,0,0
https://ledsone.co.uk/products/discontinued-lamp-x,0,0
https://ledsone.co.uk/pages/old-landing-black-friday,0,0
https://ledsone.co.uk/products/spider-light-v1-old,0,0
