url,total_backlinks,referring_domains,source,fetched
https://ledsone.co.uk/collections/wall-light,56,8,semrush backlinks_overview (target_type=url),2026-07-03
https://ledsone.co.uk/pages/summer-sale-2023,0,0,semrush backlinks_overview — NOTHING FOUND (not in index),2026-07-03
https://ledsone.co.uk/products/discontinued-lamp-x,0,0,semrush backlinks_overview — NOTHING FOUND (not in index),2026-07-03
https://ledsone.co.uk/pages/old-landing-black-friday,0,0,semrush backlinks_overview — NOTHING FOUND (not in index),2026-07-03
https://ledsone.co.uk/products/spider-light-v1-old,0,0,semrush backlinks_overview — NOTHING FOUND (not in index),2026-07-03
