sku,stock
CRFF500BM+PHTT1PBR5BM3PK+LSBL140RO3PK,10
CRFF500BM+PHTT1PBR5BM3PK+LSBL140SN3PK,10
CRFF500BM+PHTT1PBR5BM3PK+LSBL140YB3PK,0
CRFF500BM+PHTT1PBR5BM3PK+WCMVBM3PK,10
CRFF500BM+PHTT1PBRBM3PK+LSCYRO120BM3PK,0
CRFF500BM+PHTT1PBRBM3PK+LSCYRO200BM3PK,0
CRFF500BM+PHTT1PBRBM3PK+LSCYRO300BM3PK,0
CRFF500BM+PHTT1PBRBM3PK+WCBCRR3PK,50
CRFF500BM+PHTT1PBRBM3PK+WCRTBR3PK,63
CRFF500BM+PHUH1HETBM3PK+LSFT220GS3PK,79
CRFF500BM+WCCY1ROBM3PK,0
CRFF500BM+WCCY1ROBM3PK+LDDTCE27123PK,0
CRFF500BM+WCCY1ROCH3PK,47
CRFF500BM+WCCY1ROCH3PK+LDDTCE27123PK,47
CRFF500BM+WCCY1ROGD3PK,0
CRFF500BM+WCCY1ROGD3PK+LDDTCE27123PK,0
CRFF500BM+WCFS1SEBM3PK,15
CRFF500BM+WCFS1SEBM3PK+ICST64E273PK,15
CRFF500BM+WCGSBM3PK,0
CRFF500BM+WCRN3CBM3PK,138
CRFF500BM+WCRN3CBM3PK+ICST64E273PK,138
CRFF500BM+WCRNBM3PK,138
CRFF500BM+WCSC1BM3PK,98
CRFF500BM+WCSC1BM3PK+LDCWE27123PK,98
CRFF500BM+WCSN1BM3PK,4
CRFF500BM+WCTC1BM3PK,50
CRFF500BM+WSSS70YB3PK+LSFT220BC3PK,60
CRFF500BM+WSST70BM3PK+CL3B30BM2PK+WCBNBM3PK,0
CRFF500BM+WSUH135OR3PK+LSCB110FG3PK,0
CRFF500BM+WSUH135OR3PK+LSCB110FG3PK+ICST64E27603PK,0
CRFF500BM2PK+PHHT1PBRBM6PK+WCDCBM6PK,756
CRFF500BS,43
CRFF500BS+CNS500BS3PK,11
CRFF500BS+PHCH1PBRBS3PK+LSTF40BS3PK,11
CRFF500BS+PHCH1PBRBS3PK+WCB6BS3PK,11
CRFF500BS+PHNW1RBS3PK,43
CRFF500BS+PHNW1RBS3PK+ICST64E273PK,43
CRFF500BS+PHSH1PBRYB3PK+LSCY210BS3PK,43
CRFF500BS+PHSH1PBRYB3PK+LSCY210BS3PK+ICST64E273PK,43
CRFF500BS+PHWL1PBRBS3PK,28
CRFF500CH,232
CRFF500CH+PHHT1PCRCH3PK+LSOL220CH3PK,39
CRFF500CH+PHHT1PCRCH3PK+WCWDCH3PK,39
CRFF500CH+PHMU1PBRCH3PK+LSDM220CH3PK,27
CRFF500CH+PHSF1GYRCH3PK+WCDCCH3PK,0
CRFF500CH+WCCY1ROCH3PK,47
CRFF500CH+WCCY1ROCH3PK+LDDTCE27123PK,47
CRFF500CH+WCDC10CH3PK,15
CRFF500FG,60
CRFF500FG+PHBK1PBRFG3PK,60
CRFF500FG+PHBK1PBRFG3PK+ICST64E273PK,60
CRFF500FG+PHBK1PBRFG3PK+LSCYRO120GD3PK,60
CRFF500FG+PHBK1PBRFG3PK+LSCYRO200GD3PK,0
CRFF500FG+PHBK1PBRFG3PK+LSCYRO300GD3PK,0
CRFF500FG+PHSH1PBRFG3PK+WCLCFG3PK,34
CRFF500FG+WCCY1ROGD3PK,0
CRFF500FG+WCCY1ROGD3PK+LDDTCE27123PK,0
CRFF500GB,12
CRFF500GB+PHBK1PBRGB3PK,0
CRFF500GB+PHBK1PBRGB3PK+ICST64E273PK,0
CRFF500RO,92
CRFF500RO+PHBK1PBRRO3PK,55
CRFF500RO+PHBK1PBRRO3PK+ICST64E273PK,55
CRFF500RO+PHSH1PBRRO3PK+WCLCRO3PK,52
CRFF500RR,129
CRFF500RR+CNS500RR3PK,5
CRFF500RR+PHCH1PBRRR3PK+WCB1RR3PK,4
CRFF500RR+PHCH1PBRRR3PK+WCB6RR3PK,10
CRFF500RR+PHSH1PBRRR3PK+WCLCRR3PK,13
CRFF500RR+PHSH1PBRYB3PK+LSCY210RR3PK,69
CRFF500RR+PHSH1PBRYB3PK+LSCY210RR3PK+ICST64E273PK,69
CRFF500RR+PHSH1PBRYB3PK+LSDO210BB+LSDO210BC+LSDO210RR,129
CRFF500RR+PHSH1PBRYB3PK+LSDO210BB+LSDO210BC+LSDO210RR+ICST64E273PK,129
CRFF500RR+PHSH1PBRYB3PK+LSDO210RR3PK,90
CRFF500RR+PHSH1PBRYB3PK+LSDO210RR3PK+ICST64E273PK,90
CRFF500RR+PHWL1PBRRR3PK,59
CRFF500SN,130
CRFF500WH,679
CRFF500WH+PHCH1PWRSBD3PK+LSDO210CB3PK,0
CRFF500WH+PHCH1PWRSBL3PK+LSCY290BL3PK,60
CRFF500WH+PHCH1PWRSBL3PK+LSDO210BL3PK,29
CRFF500WH+PHCH1PWRSBL3PK+LSFT220BL3PK,60
CRFF500WH+PHCH1PWRSBL3PK+LSSS300BL3PK,23
CRFF500WH+PHCH1PWRSBL3PK+WCDTBL3PK,15
CRFF500WH+PHCH1PWRSBU3PK+LSCY290BU3PK,0
CRFF500WH+PHCH1PWRSBU3PK+LSFT220BU3PK,0
CRFF500WH+PHCH1PWRSWH3PK+LSCY290WH3PK,77
CRFF500WH+PHCH1PWRSWH3PK+LSDO210WH3PK,77
CRFF500WH+PHCH1PWRSWH3PK+LSFT220WH3PK,77
CRFF500WH+PHCH1PWRSWH3PK+LSSS300BU3PK,0
CRFF500WH+PHCH1PWRSWH3PK+LSSS300NB3PK,43
CRFF500WH+PHCH1PWRSWH3PK+LSSS300WH3PK,77
CRFF500WH+PHCH1PWRSWH3PK+WCB1WH3PK,77
CRFF500WH+PHCH1PWRSWH3PK+WCB2WH3PK,77
CRFF500WH+PHCH1PWRSWH3PK+WCB3WH3PK,44
CRFF500WH+PHCH1PWRSWH3PK+WCB4WH3PK,77
CRFF500WH+PHCH1PWRSWH3PK+WCB5WH3PK,4
CRFF500WH+PHCH1PWRSWH3PK+WCB6WH3PK,77
CRFF500WH+PHCH1PWRSWH3PK+WCB7WH3PK,77
CRFF500WH+PHCN1PWRWH3PK+LSFT220BL3PK,49
CRFF500WH+PHCN1PWRWH3PK+LSFT220BL3PK+LDCWE2793PK,49
CRFF500WH+PHCN1PWRWH3PK+LSFT220GR3PK,49
CRFF500WH+PHCN1PWRWH3PK+LSFT220GR3PK+LDCWE2793PK,49
CRFF500WH+PHCN1PWRWH3PK+LSFT220GY3PK,49
CRFF500WH+PHCN1PWRWH3PK+LSFT220GY3PK+LDCWE2793PK,49
CRFF500WH+PHCN1PWRWH3PK+LSFT220RE3PK,49
CRFF500WH+PHCN1PWRWH3PK+LSFT220RE3PK+LDCWE2793PK,49
CRFF500WH+PHCN1PWRWH3PK+LSFT220WH3PK,49
CRFF500WH+PHCN1PWRWH3PK+LSFT220WH3PK+LDCWE2793PK,49
CRFF500WH+PHCN1PWRWH3PK+LSFT220YE3PK,49
CRFF500WH+PHCN1PWRWH3PK+LSFT220YE3PK+LDCWE2793PK,49
CRFF500WH+PHHT1PBRCH3PK+LSFT220CH3PK,43
CRFF500WH+PHHT1PWRWH3PK+LSCP150BA3PK,0
CRFF500WH+PHHT1PWRWH3PK+LSCP150BD3PK,0
CRFF500WH+PHHT1PWRWH3PK+LSCP150BU3PK,0
CRFF500WH+PHHT1PWRWH3PK+LSCP150GR3PK,0
CRFF500WH+PHHT1PWRWH3PK+LSCP150GY3PK,0
CRFF500WH+PHHT1PWRWH3PK+LSCP150OR3PK,0
CRFF500WH+PHHT1PWRWH3PK+LSCP150PI3PK,0
CRFF500WH+PHHT1PWRWH3PK+LSCP150RE3PK,0
CRFF500WH+PHHT1PWRWH3PK+LSCP150WH3PK,0
CRFF500WH+PHHT1PWRWH3PK+LSCP150YE3PK,0
CRFF500WH+PHHT1PWRWH3PK+WCDTWH3PK,0
CRFF500WH+PHHT1PWRWH3PK+WCDTWH3PK+ICST64E273PK,0
CRFF500WH+PHRB1PWRPW3PK+LSDW100WH3PK,9
CRFF500WH+PHRI1PCRSN3PK+LSFT220SN3PK,75
CRFF500WH+PHRI1PCRSN3PK+LSFT220SN3PK+ICST64E273PK,75
CRFF500WH+PHSH1PWRWH3PK+WCLCWH3PK,49
CRFF500WH+PHSH1PWRWH3PK+WCNCWH3PK,36
CRFF500WH+PHSH1PWRWH3PK+WCNCWH3PK+ICST64E273PK,36
CRFF500WH+PHSH1PWRWH3PK+WCVCWH3PK,49
CRFF500WH+PHSH1PWRWH3PK+WCVCWH3PK+ICST64E273PK,49
CRFF500WH+PHTT1PWCBL3PK,14
CRFF500WH+PHTT1PWCBL3PK+LDSG125LOE2743PK,14
CRFF500WH+PHTT1PWCGR3PK,16
CRFF500WH+PHTT1PWCGR3PK+LDSG125MUE2743PK,16
CRFF500WH+PHTT1PWCRE3PK,16
CRFF500WH+PHTT1PWCRE3PK+LDG95E2743PK,16
CRFF500WH+PHTT1PWR105BL3PK+WCGSBL3PK,14
CRFF500WH+PHTT1PWR105GG3PK+WCGSGD3PK,5
CRFF500WH+PHTT1PWR105GR3PK+WCGSGR3PK,23
CRFF500WH+PHTT1PWR105RE3PK+WCGSRE3PK,25
CRFF500WH+PHTT1PWR105WH3PK+WCGSBL3PK,14
CRFF500WH+PHTT1PWR105WH3PK+WCGSGD3PK,5
CRFF500WH+PHTT1PWR105WH3PK+WCGSGR3PK,23
CRFF500WH+PHTT1PWR105WH3PK+WCGSWH3PK,135
CRFF500WH+PHTT1PWR105WH3PK+WCGSYE3PK,31
CRFF500WH+PHUM1PCRCH3PK+WCCLWH3PK,0
CRFF500WH+PHUM1PCRCH3PK+WCRWBL3PK,24
CRFF500WH+PHUM1PCRCH3PK+WCRWBM3PK,16
CRFF500WH+PHUM1PCRCH3PK+WCRWCR3PK,16
CRFF500WH+PHUM1PCRCH3PK+WCRWGR+WCRWWH+WCRWBL,0
CRFF500WH+PHUM1PCRCH3PK+WCRWGR3PK,0
CRFF500WH+PHUM1PCRCH3PK+WCRWRE3PK,0
CRFF500WH+PHUM1PCRCH3PK+WCRWWH3PK,0
CRFF500WH+PHUM1PCRCH3PK+WCRWYE+WCRWRE+WCRWGR,0
CRFF500WH+PHUM1PCRCH3PK+WCRWYE3PK,0
CRFF500YB,15
CRFF500YB+PHCHPCRYB3PK+WCLCGD3PK,15
CRFF5504BM,0
CRFF5504BM+WCRNBM4PK,103
CRFF65BM,0
CRFF65BM+WSFSBA,0
CRFF65BM+WSFSBA+ICST64E27,0
CRFF65CH,36
CRFF65CO,60
CRFF65CO+WSFSCO,0
CRFF65CO+WSFSCO+ICST64E27,0
CRFF65FG,63
CRFF65RO,100
CRFF65RO+WSFSRO,16
CRFF65RO+WSFSRO+ICST64E27,16
CRFF65SN,11
CRFF65SN+WSFSSN,11
CRFF65SN+WSFSSN+ICST64E27,11
CRFF65SN+WSSS70SN,11
CRFF65YB,118
CRFF65YB+LHTTAGU10YB+LDGU10WW5,37
CRFF75BA,199
CRFF75BA+LHAHE27BM,154
CRFF75BA+LHAHE27BM+ICST64E27,154
CRFF75BY,105
CRFF75BY+LHTKE27BA,105
CRFF75BY+LHTKE27BA+ICST64E27,105
CRFF75CH,144
CRFF75CH+LHAHE27CH,53
CRFF75CH+LHAHE27CH+ICST64E27,53
CRFF75CH+LHTKE27CH,0
CRFF75CH+LHTKE27CH+ICST64E27,0
CRFF75CO+HK10CO,70
CRFF75CO+LHTKE27CO,70
CRFF75CO+LHTKE27CO+ICST64E27,70
CRFF75GB,353
CRFF75GB+LHAHE27GB,110
CRFF75GB+LHAHE27GB+ICST64E27,110
CRFF75GB+LHTKE27GB,353
CRFF75GB+LHTKE27GB+ICST64E27,353
CRFF75RO,381
CRFF75RO+HK10RO,381
CRFF75RO+LHAHE27RO,139
CRFF75RO+LHAHE27RO+ICST64E27,139
CRFF75RO+LHTKE27RO,100
CRFF75RO+LHTKE27RO+ICST64E27,100
CRFF75SN,510
CRFF75SN+LHTKE27SN,123
CRFF75SN+LHTKE27SN+ICST64E27,123
CRFF75WH+HK10WH,229
CRFF75WH+LHTKE27WH,0
CRFF75WH+LHTKE27WH+ICST64E27,0
CRFF75YB,214
CRFF75YB+LHTKE27YB,41
CRFF75YB+LHTKE27YB+ICST64E27,41
CRSF10025BM,0
CRSF10025WH,0
CRSF10025WH+PHHS1PWRBT+SPCC360BM+LSLT360BT,142
CRSF10025WH+PHHS1PWRCB+SPCC360BM+LSLT360CB,70
CRSF10025WH+PHHS1PWRGY+SPCC360BM+LSLT360GY,195
CRSF10025WH+PHHS1PWROR+SPCC360BM+LSLT360OR,142
CRSF10025WH+PHHS1PWRRE+SPCC360BM+LSLT360RE,72
CRSF10025WH+PHHS1PWRYE+SPCC360BM+LSLT360YE,141
CRSF10030YB,0
CRSF10030YB+PHSH1PBRCO+LSFT220BG,0
CRSF100AA,191
CRSF100AA+PHCH1PBRAA+LSCY290AA+ICST64E2740,20
CRSF100BB,17
CRSF100BB+PHCH1PBRBB,17
CRSF100BB+PHCH1PBRBB+LSFT220BB,17
CRSF100BB+PHCH1PBRBB+LSFT220BB+ICST64E27,17
CRSF100BB+PHCH1PBRBB+LSHH240BB,17
CRSF100BB+PHCH1PBRBB+LSOL180BB,17
CRSF100BB+PHCH1PBRBB+LSOL180BB+ICST64E27,17
CRSF100BB+PHCH1PBRBB+LSSS300GR,17
CRSF100BB+PHCH1PBRBB+LSSS300GR+ICST64E27,17
CRSF100BB+PHCH1PBRBB+LSTF40BB,17
CRSF100BB+PHCH1PBRBB+LSTF40BB+ICST64E27,17
CRSF100BB+PHCH1PBRBB+LSUL220BB,17
CRSF100BB+PHCH1PBRBB+LSUL220BB+ICST64E27,17
CRSF100BB+PHCH1PBRBB+WCB1BB,17
CRSF100BB+PHCH1PBRBB+WCB1BB+ICST64E27,17
CRSF100BB+PHCH1PBRBB+WCB2BB,0
CRSF100BB+PHCH1PBRBB+WCB2BB+ICST64E2760,0
CRSF100BB+PHCH1PBRBB+WCB4BB,17
CRSF100BB+PHCH1PBRBB+WCB4BB+ICST64E2760,17
CRSF100BB+PHCH1PBRBB+WCB6BB,17
CRSF100BB+PHCH1PBRBB+WCB6BB+ICST64E27,17
CRSF100BB+PHCH1PBRBB+WCB7BB,15
CRSF100BB+PHCH1PBRBB+WCB7BB+ICST64E2760,15
CRSF100BB+PHCH1PBRBB+WCLCBB,17
CRSF100BB+PHCH1PBRBB+WCLCBB+LDST185E274,17
CRSF100BB+PHHT1PBRGB+WCLDBB,17
CRSF100BB+PHHT1PBRGB+WCLDBB+LDMT185E274,17
CRSF100BB+PHNW1RBB,0
CRSF100BB+PHNW1RBB+ICST64E27,0
CRSF100BB+PHOP1PBRBB+LSDO210BB,17
CRSF100BB+PHOP1PBRBB+LSDO210BB+ICST64E27,17
CRSF100BB+PHOP1PBRBB+LSTL260BB,17
CRSF100BB+PHOP1PBRBB+LSTL260BB+ICST64E27,17
CRSF100BB+PHSH1PBRBB,17
CRSF100BB+PHSH1PBRBB+ICST64E27,17
CRSF100BB+PHSH1PBRBB+LSDO210BB,17
CRSF100BB+PHSH1PBRBB+LSDO210BB+ICST64E27,17
CRSF100BB+PHSH1PBRBB+LSHH240BB,17
CRSF100BB+PHSH1PBRBB+LSHH240BB+ICST64E27,17
CRSF100BB+PHSH1PBRBB+SCRN70BB,17
CRSF100BB+PHSH1PBRBB+SCRN70BM+LSUL220BB,17
CRSF100BB+PHSH1PBRBC+LSSS300BC,17
CRSF100BB+PHSH1PBRBC+LSSS300BC+ICST64E27,17
CRSF100BB2PK,8
CRSF100BB2PK+PHCH1PBRBB2PK,8
CRSF100BB3PK+PHCH1PBRBB3PK,5
CRSF100BC,434
CRSF100BC+CNT900CO+PHNW1RBC,109
CRSF100BC+LHNSE27YB+SCRN70BC+LSWD360BC,289
CRSF100BC+LHSHE27BC+SCRN70BC+LSUL220BC,291
CRSF100BC+PHCH1PBRBC+LSCY210BC,216
CRSF100BC+PHCH1PBRBC+LSCY290BC,216
CRSF100BC+PHCH1PBRBC+LSFT220BC,216
CRSF100BC+PHCH1PBRBC+LSFT220BC+ICST64E27,216
CRSF100BC+PHCH1PBRBC+LSHH240BC,126
CRSF100BC+PHCH1PBRBC+LSUL220BC,216
CRSF100BC+PHCH1PBRBC+SCRN70BC+WCMSBC,140
CRSF100BC+PHCH1PBRBC+WCB6BC,216
CRSF100BC+PHCH1PBRBC+WCB6BC+ICST64E27,216
CRSF100BC+PHCH1PBRBC+WCBKHE,102
CRSF100BC+PHHF1PBRBC+LSHQ160BC,46
CRSF100BC+PHHF1PBRBC+LSHQ160BC+ICST64E27,46
CRSF100BC+PHHF1PBRBC+LSWD360BC,92
CRSF100BC+PHHS1PBRBC+LSLT360BC,50
CRSF100BC+PHHT1PBRBC,298
CRSF100BC+PHHT1PBRBC+ICST64E27,298
CRSF100BC+PHHT1PBRBC+WCSRBC,17
CRSF100BC+PHHT1PBRBC+WCSRBC+ICT45E2760,17
CRSF100BC+PHNW1RBC,109
CRSF100BC+PHNW1RBC+ICST64E2740,109
CRSF100BC+PHOP1PBRBC+LSDO210BC,25
CRSF100BC+PHOP1PBRBC+LSTL260BC,25
CRSF100BC+PHPV1HERBM+LSDO210BC,57
CRSF100BC+PHSH1PBRBC,291
CRSF100BC+PHSH1PBRBC+ICST64E27,291
CRSF100BC+PHSH1PBRBC+LSDO210BC,291
CRSF100BC+PHSH1PBRBC+SCRN70BC,291
CRSF100BC+PHSH1PBRBC+SCRN70BC+ICG95E2760,291
CRSF100BC+PHSH1PBRBC+WCLCGD,288
CRSF100BC+PHSH1PBRBC+WCLCGD+LDST185E274,288
CRSF100BC+PHUP1PBRYB+WCSRBC,17
CRSF100BC+PHUP1PBRYB+WCSRBC+ICT45E2760,17
CRSF100BC2PK+PHHT1PBRBC2PK,149
CRSF100BC2PK+PHHT1PBRBC2PK+ICST64E272PK,149
CRSF100BC5PK+PHHT1PBRBC5PK,59
CRSF100BC5PK+PHHT1PBRBC5PK+ICST64E275PK,59
CRSF100BCAPK+PHHT1PBRBCAPK,29
CRSF100BCAPK+PHHT1PBRBCAPK+ICST64E27APK,29
CRSF100BD,0
CRSF100BD+PHCH1PWRSBD,120
CRSF100BD+PHCH1PWRSBD+ICST64E27,120
CRSF100BD+PHCH1PWRSBD+LSCP150BD,97
CRSF100BD+PHHS1PWRBT+LSDO300BT,120
CRSF100BD+PHHS1PWRCB+LSLT360CB,70
CRSF100BD+PHHS1PWRCB+LSLT360CB+ICST64E27,70
CRSF100BD+PHRB1PBR40BM+LSBS160CB,4
CRSF100BD2PK+PHCH1PWRSBD2PK,60
CRSF100BD2PK+PHCH1PWRSBD2PK+ICST64E272PK,60
CRSF100BD6PK+PHCH1PWRSBD6PK,20
CRSF100BD6PK+PHCH1PWRSBD6PK+ICST64E276PK,20
CRSF100BDAPK+PHCH1PWRSBDAPK,12
CRSF100BDAPK+PHCH1PWRSBDAPK+ICST64E27APK,12
CRSF100BL,427
CRSF100BL+LHFHE2720WH+LSWE315BL,7
CRSF100BL+LHFHE2720WH+LSWE315BL+ICST64E27,7
CRSF100BL+LHNSE27WH+LSFT220BL,99
CRSF100BL+LHTTE27BL,97
CRSF100BL+LHTTE27BL+ICST64E27,97
CRSF100BL+PHCH1PWRSBL,182
CRSF100BL+PHCH1PWRSBL+ICST64E27,182
CRSF100BL+PHCH1PWRSBL+LSMS320BT,182
CRSF100BL+PHCH1PWRSBL+LSSS300BL,71
CRSF100BL+PHCH1PWRSBL+WCDTBL,47
CRSF100BL+PHCH1PWRSBL+WCDTBL+ICST64E27,47
CRSF100BL+PHHS1PWRBT,187
CRSF100BL+PHHS1PWRBT+ICST64E27,187
CRSF100BL+PHHS1PWRBT+LSDO400BT,25
CRSF100BL+PHHS1PWRBT+LSDO400BT+ICST64E27,25
CRSF100BL+PHHS1PWRBT+LSLT360BT,142
CRSF100BL+PHHS1PWRBT+LSLT360BT+ICST64E27,142
CRSF100BL+PHHS1PWRCB,70
CRSF100BL+PHHS1PWRCB+ICST64E27,70
CRSF100BL+PHHS1PWRCB+LSDO300CB,70
CRSF100BL+PHHS1PWRCB+LSDO300CB+ICST64E27,70
CRSF100BL+PHHS1PWRCB+LSDO300WH,50
CRSF100BL+PHHS1PWRCB+LSDO300WH+ICST64E27,50
CRSF100BL+PHHT1PBRBL,0
CRSF100BL+PHHT1PBRBL+ICST64E27,0
CRSF100BL+PHRB1PBRWH+LSWE315BL,7
CRSF100BL+PHRB1PBRWH+LSWE315BL+ICST64E27,7
CRSF100BL+PHRB1PWR40WH+CGWDWO+LSBS160BL,77
CRSF100BL+PHRB1PWRPW+CGWDWO+LSWE315BL,7
CRSF100BL+PHRB1PWRPW+CGWDWO+LSWE315BL+ICST64E27,7
CRSF100BL+PHTT1PWRBL,72
CRSF100BL+WSCH135BT+LSDO210BL,31
CRSF100BL+WSCH135BT+LSDO210BL+ICST64E27,31
CRSF100BL+WSCH135BT+LSFT220BL,31
CRSF100BL+WSCH135BT+LSFT220BL+ICST64E27,31
CRSF100BL2PK+LHTTE27BL2PK,48
CRSF100BL2PK+LHTTE27BL2PK+ICST64E272PK,48
CRSF100BL2PK+PHCH1PWRSBL2PK,91
CRSF100BL2PK+PHCH1PWRSBL2PK+ICST64E272PK,91
CRSF100BL2PK+PHHT1PBRBL2PK,0
CRSF100BL2PK+PHHT1PBRBL2PK+ICST64E272PK,0
CRSF100BL5PK,85
CRSF100BL5PK+PHHT1PBRBL5PK,0
CRSF100BL5PK+PHHT1PBRBL5PK+ICST64E275PK,0
CRSF100BL6PK+PHCH1PWRSBL6PK,30
CRSF100BL6PK+PHCH1PWRSBL6PK+ICST64E276PK,30
CRSF100BLAPK+PHCH1PWRSBLAPK,18
CRSF100BLAPK+PHCH1PWRSBLAPK+ICST64E27APK,18
CRSF100BLAPK+PHHT1PBRBLAPK,0
CRSF100BLAPK+PHHT1PBRBLAPK+ICST64E27APK,0
CRSF100BM,8584
CRSF100BM+CBSF100+WSCH135BM+LSHQ150BM,14
CRSF100BM+CBSF100+WSCH135BM+LSHQ150BM+ICST64E27,14
CRSF100BM+CL3RBW+LHSWE27BA,0
CRSF100BM+CL3RBW+LHSWE27BA+ICG95E2760,0
CRSF100BM+CL3TBM+LHSHE27BA,1812
CRSF100BM+CL3TBM+LHSHE27CO,826
CRSF100BM+CL3TBM+LHSHE27WH,429
CRSF100BM+CL3TBR+LHSHE27BA,898
CRSF100BM+CL3TBR+LHSHE27CO,826
CRSF100BM+CL3TBR+LHSHE27WH,429
CRSF100BM+CL3TWH+LHSHE27BA,856
CRSF100BM+CL3TWH+LHSHE27CO,826
CRSF100BM+CL3TWH+LHSHE27WH,429
CRSF100BM+LHFHE2720WH+LSWE315BM,0
CRSF100BM+LHHTE27BM+WCBNBM,206
CRSF100BM+LHHTE27BM+WCBNBM+LDMT130E274,206
CRSF100BM+LHHTE27BM+WCCYSP160BM,168
CRSF100BM+LHHTE27BM+WCCYSP160GD,136
CRSF100BM+LHHTE27BM+WCCYSP160WH,206
CRSF100BM+LHHTE27BM+WCCYSP180BM,43
CRSF100BM+LHHTE27BM+WCCYSP180GD,6
CRSF100BM+LHHTE27BM+WCCYSP180WH,182
CRSF100BM+LHHTE27BM+WCDCBM+ICST64E2740,206
CRSF100BM+LHLF220E27BM,53
CRSF100BM+LHLF220E27BM+LDMT45E274,53
CRSF100BM+LHLF270E27BM,90
CRSF100BM+LHLF270E27BM+LDMT45E274,90
CRSF100BM+LHLFE275BM+LSUL220BB,190
CRSF100BM+LHLFE275BM+LSUL220BB+ICST64E27,190
CRSF100BM+LHLFE275BM+LSUL220BC,530
CRSF100BM+LHLFE275BM+LSUL220BC+ICST64E27,530
CRSF100BM+LHLFE275BM+LSUL220BM,530
CRSF100BM+LHLFE275BM+LSUL220BM+ICST64E27,530
CRSF100BM+LHLFE275BM+LSUL220BS,343
CRSF100BM+LHLFE275BM+LSUL220BS+ICST64E27,343
CRSF100BM+LHLFE275BM+LSUL220RR,261
CRSF100BM+LHLFE275BM+LSUL220RR+ICST64E27,261
CRSF100BM+LHLFE275BM+WCB1BC,165
CRSF100BM+LHLFE275BM+WCB1BC+ICST64E27,165
CRSF100BM+LHLFE275BM+WCB1BM,416
CRSF100BM+LHLFE275BM+WCB1BM+ICST64E27,416
CRSF100BM+LHLFE275BM+WCB1BS,82
CRSF100BM+LHLFE275BM+WCB1BS+ICST64E27,82
CRSF100BM+LHLFE275BM+WCB1RR,14
CRSF100BM+LHLFE275BM+WCB1RR+ICST64E27,14
CRSF100BM+LHLFE275BM+WCB2BC,64
CRSF100BM+LHLFE275BM+WCB2BC+ICST64E27,64
CRSF100BM+LHLFE275BM+WCB2BM,364
CRSF100BM+LHLFE275BM+WCB2BM+ICST64E27,364
CRSF100BM+LHLFE275BM+WCB2BS,294
CRSF100BM+LHLFE275BM+WCB2BS+ICST64E27,294
CRSF100BM+LHLFE275BM+WCB2RR,0
CRSF100BM+LHLFE275BM+WCB2RR+ICST64E27,0
CRSF100BM+LHLFE275BM+WCB3BC,191
CRSF100BM+LHLFE275BM+WCB3BC+ICST64E27,191
CRSF100BM+LHLFE275BM+WCB3BM,530
CRSF100BM+LHLFE275BM+WCB3BM+ICST64E27,530
CRSF100BM+LHLFE275BM+WCB3BS,149
CRSF100BM+LHLFE275BM+WCB3BS+ICST64E27,149
CRSF100BM+LHLFE275BM+WCB3RR,141
CRSF100BM+LHLFE275BM+WCB3RR+ICST64E27,141
CRSF100BM+LHLFE275BM+WCDCBM,530
CRSF100BM+LHLFE275BM+WCDCBM+ICST64E27,530
CRSF100BM+LHLFE27BM+LSDO300BM,185
CRSF100BM+LHLFE27BM+LSDO300BM+ICST64E27,185
CRSF100BM+LHLFE27BM+LSDO300BT,164
CRSF100BM+LHLFE27BM+LSDO300BT+ICST64E27,164
CRSF100BM+LHLFE27BM+LSDO300CB,77
CRSF100BM+LHLFE27BM+LSDO300CB+ICST64E27,77
CRSF100BM+LHLFE27BM+LSDO300GY,64
CRSF100BM+LHLFE27BM+LSDO300GY+ICST64E27,64
CRSF100BM+LHLFE27BM+LSDO300OR,131
CRSF100BM+LHLFE27BM+LSDO300OR+ICST64E27,131
CRSF100BM+LHLFE27BM+LSDO300RE,53
CRSF100BM+LHLFE27BM+LSDO300RE+ICST64E27,53
CRSF100BM+LHLFE27BM+LSDO300WH,50
CRSF100BM+LHLFE27BM+LSDO300WH+ICST64E27,50
CRSF100BM+LHLFE27BM+LSDO300YE,29
CRSF100BM+LHLFE27BM+LSDO300YE+ICST64E27,29
CRSF100BM+LHLFE27BM+LSFT220BG,367
CRSF100BM+LHLFE27BM+LSFT220BG+ICG95E2760,367
CRSF100BM+LHLFE27BM+SCRN70YB+LSCY290BL,367
CRSF100BM+LHLFE27BM+SCRN70YB+LSCY290BS,367
CRSF100BM+LHLFE27BM+SCRN70YB+LSCY290CH,301
CRSF100BM+LHLFE27BM+SCRN70YB+LSCY290CO,335
CRSF100BM+LHLFE27BM+SCRN70YB+LSCY290GY,367
CRSF100BM+LHLFE27BM+SCRN70YB+LSCY290RO,367
CRSF100BM+LHLFE27BM+SCRN70YB+LSCY290RR,271
CRSF100BM+LHNSE27BM+LSCY290BG,865
CRSF100BM+LHNSE27BM+LSTF400BM,13
CRSF100BM+LHNSE27BM+LSTF400GR,110
CRSF100BM+LHNSE27BM+LSTF400GY,162
CRSF100BM+LHNSE27BM+LSTF400OR,0
CRSF100BM+LHNSE27BM+LSTF400WH,88
CRSF100BM+LHNSE27BM+LSTF400YE,97
CRSF100BM+LHNSE27BM+SCRN70BM+LSFT220BM,2146
CRSF100BM+LHNSE27BM+SCRN70BM+LSFT220BM+ICST64E2740,2146
CRSF100BM+LHNSE27BM+SCRN70BM+LSFT220WH,786
